Textbox151,Textbox8,InventLocationId1,InventLocationName,Textbox153,Textbox45,Textbox46,Textbox47,Textbox63,Textbox48,Textbox90,Textbox104,Textbox131,CustAccount,CustName,LogisticsAddressStreet,LogisticsAddressZipCodeId,LogisticsAddressCity,LogisticsAddressCountryRegionId,SalesId,CustomerRef,CarrierName,Textbox41,Textbox70,Textbox42,Textbox43,Textbox64,Textbox118,Textbox44,Textbox123,Textbox92,Textbox128,Textbox114,Textbox133,SalesOriginId,ItemId,ItemName1,DlvDate1,SalesQty,RemainSalesPhysical,InventQtyPicked,InventQtyPickRemain,toProcessQty,InventQtyOnHand,PickingListId,ToProcess
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1704,BYJON (Jon the Electrician),"137 Burnley Street
PLEASE DELIVER TO REAR
Via Crown Street
AUTHORITY TO LEAVE BY BACK DOOR",3121,Richmond,AUS,SO044031,Stock,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ERS05000003T/M,Era Mat ST Small 5Nm 24 rpm 230/50 2.5m Pack1 + MOL6,2024-03-26,2,2,0,2,2,164,83296_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1704,BYJON (Jon the Electrician),"137 Burnley Street
PLEASE DELIVER TO REAR
Via Crown Street
AUTHORITY TO LEAVE BY BACK DOOR",3121,Richmond,AUS,SO044031,Stock,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,P1,"Era P1, Portable transmitter, for the management of one auto",2024-03-26,2,2,0,2,2,79,83297_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1704,JON the electrician,"137 Burnley Street
PLEASE DELIVER TO REAR
Via Crown Street
AUTHORITY TO LEAVE BY BACK DOOR",3121,Richmond,AUS,SO044034,2283,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OG,ERS05000003T/M,Era Mat ST Small 5Nm 24 rpm 230/50 2.5m Pack1 + MOL6,2024-03-26,1,1,0,1,1,165,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2287,LOCAL PICK UP - TONSLEY,5 MAB Eastern Promenade,5042,Tonsley,AUS,SO044009,EMEPORZ240000079,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,RUN2500IR01/A,Run 230V motor for sliding gates up to 2500 Kg with inverter,2024-03-26,1,1,0,1,1,14,83261_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ERM30000000/M,"Era M 30Nm 17rpm 230/50 2,5m Pack1 + MOL4",2024-03-27,50,50,0,50,0,0,83168_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ERM15000000/M,"Era M 15Nm 17rpm 230/50 2,5m Pack1 +MOL4",2024-03-27,30,30,0,30,0,0,83169_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,535.10012,Bracket 100x100/standard sides for Era tubular motors,2024-03-27,80,80,0,80,80,691,83170_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,515.06000R01,Octagonal adapter 60x(0.6÷1) wheel + crown,2024-03-27,80,80,0,80,80,502,83171_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ERM50000000/M,"Era M 50Nm 12rpm 230/50 2,5m Pack1 + MOL4",2024-03-27,10,10,0,10,0,0,83172_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ERL08000000,Era L 80Nm 12rpm 230/50 2.5m Pack1,2024-03-27,5,5,0,5,5,1,83176_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,535.10012,Bracket 100x100/standard sides for Era tubular motors,2024-03-27,10,10,0,10,10,761,83173_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,515.06000R01,Octagonal adapter 60x(0.6÷1) wheel + crown,2024-03-27,10,10,0,10,10,572,83174_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,516.07,Adapter Kit for octagonal 70x1,2024-03-27,5,5,0,5,5,28,83175_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,ERL10000000,Era L 100Nm 12rpm 230/50 2.5m Pack1,2024-03-27,2,2,0,2,0,0,83177_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1195,Smart Shutters & Smart Shop Delivery,29-31 Eileen Road,3169,CLAYTON SOUTH,AUS,SO043964,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,526.10003,Support Era L aluminium with 4 M6 hole /4 seats hexagon,2024-03-27,7,7,0,7,0,0,83178_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1699,All Door Solutions Pty Ltd,7 Monte-Khoury Drive,4129,Loganholme,AUS,SO043816,69767,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,NDCM1072,Gearmotor RDF-380-15 3-400 Shaft D40 Limit switch EL20 Relea,2024-03-27,1,1,0,1,1,0,83121_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1772,Eltrak International,28/32 Morgan Street,5013,Wingfield,AUS,SO043616,EADPORZ24000115,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,EPMORR01,Era photocells medium orientable reflexive,2024-03-27,20,20,0,20,20,10,83105_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1774,SEC-PRO CORPORATION,"UNIT 7
33 BUCKINGHAM DRIVE",6065,WANGARA,AUS,SO043685,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,WSB,NWay squared wall plate black,2024-03-27,10,6,0,6,6,4,83112_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1804,Lawrence & Hanson Mount Gambier,197-201 Commercial Street W,5290,MOUNT GAMBIER,AUS,SO043507,4585951,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,EPMORR01,Era photocells medium orientable reflexive,2024-03-27,1,1,0,1,1,29,83098_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1844,AXSA Group (Arnies fencing),10 willes rd Berrimah,828,Berrimah,AUS,SO043792,REPLACEMENTS,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SYP30,Photovoltaic panel for 24 V supply with maximum power 30 W,2024-03-27,10,10,0,10,10,10,83116_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1844,AXSA Group (Arnies fencing),10 willes rd Berrimah,828,Berrimah,AUS,SO043792,REPLACEMENTS,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PSY24,Pack supply backup Solemyo Nice,2024-03-27,10,10,0,10,10,31,83117_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2827,Digital Home Systems Pty Ltd,17 Northern Road,3081,HEIDELBERG WEST,AUS,SO043608,66151882,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,IB,interface bluebus,2024-03-27,2,2,0,2,2,0,83102_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2950,Triple A Fencing and Gate,101 Balham Road,4108,ARCHERFIELD,AUS,SO043570,,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,EPMORR01,Era photocells medium orientable reflexive,2024-03-27,5,1,0,1,1,29,83099_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3431,EMG electrical services pty ltd,2 Linden Rd,5089,HIGHBURY,AUS,SO043889,KYLE EMAIL,Customer,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,HY7005,Electrical actuator irrever.,2024-03-27,1,1,0,1,0,0,83130_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1035,BriTer Door Solutions,"Unit 3, 10B Production Place",2750,South Penrith,AUS,SO044006,69916,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,630LIAGS,Slider.75Kw Inbuilt Limit,2024-03-28,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1065,AOS GROUP Pty Ltd,11 Cooper St,2164,Smithfield,AUS,SO043947,7595,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,630LIAGSHDCH,630LI Chain Slider-Single HD.1.1kw mtr 2.2kw inv,2024-03-28,1,1,0,1,1,0,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1065,AOS GROUP Pty Ltd,11 Cooper St,2164,Smithfield,AUS,SO043947,7595,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,S CHAIN&SPACER,"Chain & Spacer Kit
- 08B Chain x 1 mtrs
- 1 x Spacer Kit",2024-03-28,15,15,0,15,15,21,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1065,AOS GROUP Pty Ltd,11 Cooper St,2164,Smithfield,AUS,SO043947,7595,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,AMG523A00,08B Chain Tensioner Kit,2024-03-28,1,1,0,1,1,6,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1065,AOS GROUP Pty Ltd,11 Cooper St,2164,Smithfield,AUS,SO043947,7595,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PD3772A0001,M-C CHAIN SLIDER/TELESCOPIC SPROCKET 08B-1  15T,2024-03-28,2,2,0,2,2,17,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1065,AOS GROUP Pty Ltd,11 Cooper St,2164,Smithfield,AUS,SO043947,7595,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PD3081A2001,SPROCKET 08B-1  30T DRILL & BORE (LAYSHAFT ),2024-03-28,1,1,0,1,1,32,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1065,AOS GROUP Pty Ltd,11 Cooper St,2164,Smithfield,AUS,SO043947,7595,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,S CHAIN&SPACER,"Chain & Spacer Kit
- 08B Chain x 1 mtrs
- 1 x Spacer Kit",2024-03-28,21,21,0,21,21,15,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1400,Leda Security Products Derrimut,67 Calarco Drive,3030,DERRIMUT,AUS,SO044027,49791,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,630LIAGS,Slider.75Kw Inbuilt Limit,2024-03-28,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1699,All Door Solutions Pty Ltd,7 Monte-Khoury Drive,4129,Loganholme,AUS,SO043942,69939,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,315PIAGS2DR BRAKE 4P,315 Slider PLC 2Dr Cab 4pole Brake,2024-03-28,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1887,BLUEDUST TO COLLECT,"CUSTOMER TO ARRANGE COLLECTION
",5039,Melrose Park,AUS,SO043975,J0001,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,630LAGS,Slider 0.75kW Limit Sep Control,2024-03-28,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1887,BLUEDUST TO COLLECT,"CUSTOMER TO ARRANGE COLLECTION
",5039,Melrose Park,AUS,SO043975,J0001,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,450LV-LIAG,24v Slider AGB Std LV-Chassis Inbuilt Ctrl S/S Cover,2024-03-28,2,2,0,2,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1887,BLUEDUST TO COLLECT,"CUSTOMER TO ARRANGE COLLECTION
",5039,Melrose Park,AUS,SO043975,J0001,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,500LV-LIAG,HD 24v Slider CB6-NFU AGB LI- Chassis Inbuilt controls S/S,2024-03-28,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1887,BLUEDUST TO COLLECT,"CUSTOMER TO ARRANGE COLLECTION
",5039,Melrose Park,AUS,SO043975,J0001,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,KPSLM,Keypad Slim Anti Vandal,2024-03-28,6,6,0,6,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1887,BLUEDUST TO COLLECT,"CUSTOMER TO ARRANGE COLLECTION
",5039,Melrose Park,AUS,SO043975,J0001,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,NIR-50 KIT,"NIR-50 KIT photo eye,reflector, sensor hood & reflector hood",2024-03-28,6,6,0,6,6,63,,Yes
